MLS,Location,Price,Bedrooms,Bathrooms,Size,Price SQ Ft,Status
152533,Santa Maria-Orcutt,179900.00,4,3,2150,83.67,Short Sale
152565,Santa Maria-Orcutt,195000.00,3,2,1300,150.00,Short Sale
152570,San Luis Obispo,299000.00,2,2,896,333.71,Foreclosure
152581,Santa Maria-Orcutt,265000.00,2,3,1700,155.88,Short Sale
152586,Nipomo,699000.00,3,2,1700,411.18,Foreclosure
152597,Grover Beach,275000.00,2,2,1194,230.32,Short Sale
152617,Paso Robles,169990.00,3,2,1465,116.03,Foreclosure
152619,Santa Maria-Orcutt,189000.00,3,3,1530,123.53,Short Sale
152638,Santa Ynez,695000.00,4,2,2032,342.03,Foreclosure
152670,Santa Maria-Orcutt,105000.00,2,2,1088,96.51,Short Sale
152675,Santa Maria-Orcutt,365000.00,4,4,4000,91.25,Short Sale
152677,Paso Robles,335900.00,3,3,1296,259.18,Foreclosure
152683,Lompoc,170000.00,3,2,944,180.08,Short Sale
152705,Santa Maria-Orcutt,339900.00,4,2,2100,161.86,Short Sale
152716,Santa Maria-Orcutt,359900.00,3,3,2340,153.80,Short Sale
152718,Santa Maria-Orcutt,143000.00,3,2,1080,132.41,Short Sale
152720,Santa Maria-Orcutt,199000.00,3,2,1196,166.39,Short Sale
152727,San Luis Obispo,374800.00,3,3,1365,274.58,Short Sale
152757,Los Osos,499000.00,3,2,2120,235.38,Short Sale
152764,Atascadero,138900.00,2,1,1055,131.66,Foreclosure
152768,Avila Beach,1999000.00,4,5,5307,376.67,Short Sale
152771,Paso Robles,359000.00,3,2,1774,202.37,Short Sale
152772,Santa Maria-Orcutt,294900.00,4,2,1856,158.89,Short Sale
152773,Atascadero,299500.00,4,2,1836,163.13,Foreclosure
152778,Santa Maria-Orcutt,427900.00,4,3,2367,180.78,Short Sale
152781,Nipomo,269000.00,3,2,1181,227.77,Short Sale
152784,Bradley,449000.00,3,3,2563,175.19,Short Sale
152792,Santa Maria-Orcutt,144900.00,2,2,1130,128.23,Foreclosure
152794,Santa Maria-Orcutt,345000.00,3,3,2020,170.79,Short Sale
152800,Paso Robles,239000.00,4,2,1240,192.74,Short Sale
152805,Los Osos,310000.00,2,1,780,397.44,Short Sale
152806,Santa Maria-Orcutt,225000.00,3,3,1800,125.00,Short Sale
152809,Paso Robles,695000.00,5,6,3750,185.33,Short Sale
152820,Nipomo,242500.00,3,3,1650,146.97,Short Sale
152844,Arroyo Grande,249250.00,2,1,728,342.38,Short Sale
152849,Grover Beach,479000.00,3,2,1462,327.63,Short Sale
152854,Lompoc,169900.00,3,2,1150,147.74,Foreclosure
152856,Santa Maria-Orcutt,219900.00,3,3,1660,132.47,Short Sale
152887,Paso Robles,150000.00,2,2,1440,104.17,Short Sale
152888,Nipomo,649000.00,4,2,1814,357.77,Foreclosure
152890,Santa Maria-Orcutt,285000.00,4,3,2100,135.71,Short Sale
152893,Paso Robles,163999.00,3,2,1488,110.21,Short Sale
152897,Nipomo,349000.00,4,2,1718,203.14,Short Sale
152900,Buellton,409900.00,3,2,1716,238.87,Foreclosure
152906,Los Osos,275000.00,3,2,1320,208.33,Short Sale
152912,Santa Maria-Orcutt,179900.00,3,2,1200,149.92,Foreclosure
152914,Oceano,789000.00,3,3,2218,355.73,Short Sale
152937,Santa Maria-Orcutt,299000.00,4,3,1768,169.12,Short Sale
152948,Arroyo Grande,850000.00,5,4,3588,236.90,Foreclosure
152964,Santa Maria-Orcutt,295900.00,3,2,1776,166.61,Short Sale
152967,Santa Maria-Orcutt,199000.00,4,3,1467,135.65,Short Sale
152969,Santa Maria-Orcutt,199900.00,3,3,1950,102.51,Short Sale
152978,Santa Maria-Orcutt,179900.00,3,2,1288,139.67,Foreclosure
152987,Atascadero,290000.00,3,3,1733,167.34,Short Sale
152989,Santa Maria-Orcutt,168000.00,3,2,1128,148.94,Short Sale
152998,Santa Maria-Orcutt,270000.00,3,3,1900,142.11,Short Sale
152999,Los Osos,1249000.00,6,7,5103,244.76,Foreclosure
153000,Santa Maria-Orcutt,240000.00,3,2,1255,191.24,Short Sale
153014,Coalinga,219500.00,5,2,1802,121.81,Short Sale
153032,Santa Maria-Orcutt,235000.00,4,3,2336,100.60,Short Sale
153036,San Luis Obispo,239800.00,2,2,1190,201.51,Foreclosure
153042,Santa Maria-Orcutt,269000.00,3,3,1800,149.44,Short Sale
153047,Paso Robles,319200.00,4,3,2006,159.12,Foreclosure
153052,Paso Robles,402500.00,3,2,2446,164.55,Foreclosure
153068,Paso Robles,425000.00,3,2,2114,201.04,Short Sale
153084,Atascadero,669000.00,3,3,2600,257.31,Short Sale
153085,Atascadero,369000.00,3,2,1514,243.73,Short Sale
153088,Paso Robles,239900.00,3,2,1080,222.13,Foreclosure
153095,Grover Beach,249500.00,2,2,1088,229.32,Short Sale
153116,Solvang,557000.00,4,2,1809,307.90,Short Sale
153119,Santa Maria-Orcutt,339900.00,6,3,2053,165.56,Foreclosure
153127,Nipomo,149900.00,2,2,969,154.70,Short Sale
153133,Arroyo Grande,849900.00,3,4,3375,251.82,Short Sale
153134,Lompoc,307000.00,3,2,1594,192.60,Foreclosure
153157,Santa Maria-Orcutt,259000.00,4,3,1900,136.32,Short Sale
153160,Santa Maria-Orcutt,165000.00,3,2,1050,157.14,Short Sale
153168,Santa Maria-Orcutt,289900.00,3,2,1414,205.02,Foreclosure
153175,Nipomo,879000.00,3,4,3698,237.70,Short Sale
153179,Santa Maria-Orcutt,220000.00,3,2,1200,183.33,Short Sale
153185,Atascadero,309000.00,3,3,1685,183.38,Short Sale
153197,Paso Robles,580000.00,3,3,2271,255.39,Short Sale
153207,Santa Maria-Orcutt,459900.00,2,2,1150,399.91,Short Sale
153214,Santa Maria-Orcutt,299000.00,5,3,2481,120.52,Short Sale
153230,Santa Maria-Orcutt,309900.00,4,3,1600,193.69,Short Sale
153234,Paso Robles,287000.00,3,2,1269,226.16,Short Sale
153259,Grover Beach,310000.00,3,2,1200,258.33,Short Sale
153264,Atascadero,229900.00,3,2,1198,191.90,Foreclosure
153268,Buellton,377000.00,3,2,1363,276.60,Foreclosure
153276,Lompoc,295000.00,4,2,1973,149.52,Short Sale
153288,Santa Maria-Orcutt,225000.00,3,2,1516,148.42,Short Sale
153294,Santa Maria-Orcutt,130000.00,3,2,1080,120.37,Short Sale
153314,Santa Maria-Orcutt,169990.00,2,1,920,184.77,Short Sale
153327,Santa Maria-Orcutt,145000.00,3,2,1027,141.19,Foreclosure
153343,Greenfield,184800.00,4,2,2018,91.58,Foreclosure
153370,Santa Maria-Orcutt,189900.00,3,2,1253,151.56,Foreclosure
153371,Santa Maria-Orcutt,249000.00,3,2,1062,234.46,Short Sale
153377,Santa Maria-Orcutt,185000.00,4,2,1934,95.66,Short Sale
153382,Atascadero,145000.00,2,2,1041,139.29,Short Sale
153384,Paso Robles,429000.00,5,3,2700,158.89,Foreclosure
153406,Arroyo Grande,419000.00,2,2,1587,264.02,Short Sale
153411,Santa Maria-Orcutt,245000.00,3,3,1859,131.79,Short Sale
153425,Santa Maria-Orcutt,289900.00,4,3,2400,120.79,Short Sale
153428,Santa Maria-Orcutt,175000.00,3,2,1110,157.66,Short Sale
153432,Santa Maria-Orcutt,139000.00,3,2,1075,129.30,Short Sale
153442,Arroyo Grande,514900.00,4,3,2035,253.02,Foreclosure
153447,Pismo Beach,549000.00,3,2,1858,295.48,Short Sale
153464,Atascadero,235000.00,3,3,1261,186.36,Short Sale
153480,Atascadero,399000.00,6,3,2628,151.83,Foreclosure
153500,Los Osos,259900.00,3,2,1120,232.05,Short Sale
153513,Lompoc,350900.00,3,2,1686,208.13,Foreclosure
153516,Nipomo,1399900.00,4,4,5190,269.73,Short Sale
153543,Santa Maria-Orcutt,399000.00,3,2,1840,216.85,Short Sale
153547,Solvang,399000.00,3,2,1204,331.40,Short Sale
153552,Atascadero,199000.00,2,1,973,204.52,Short Sale
153556,Santa Maria-Orcutt,350000.00,3,2,1622,215.78,Short Sale
153565,Nipomo,296800.00,4,2,2125,139.67,Foreclosure
153570,Santa Maria-Orcutt,165000.00,3,2,1204,137.04,Short Sale
153576,Santa Maria-Orcutt,210000.00,3,3,1750,120.00,Short Sale
153606,San Miguel,229000.00,3,2,1458,157.06,Short Sale
153633,San Miguel,199500.00,3,2,1184,168.50,Short Sale
153639,Santa Maria-Orcutt,110000.00,3,2,1000,110.00,Short Sale
153647,Paso Robles,264900.00,3,3,1197,221.30,Foreclosure
153656,Atascadero,449900.00,3,3,2135,210.73,Foreclosure
153668,Santa Maria-Orcutt,159900.00,3,2,1114,143.54,Short Sale
153692,Paso Robles,429000.00,4,2,1870,229.41,Short Sale
153693,Grover Beach,265000.00,1,1,566,468.20,Short Sale
153697,Nipomo,279900.00,2,2,1134,246.83,Short Sale
153710,Santa Maria-Orcutt,174900.00,3,2,1100,159.00,Foreclosure
153719,Lompoc,158900.00,4,2,1144,138.90,Foreclosure
153734,Santa Maria-Orcutt,150000.00,3,2,1349,111.19,Short Sale
153738,Buellton,269000.00,3,3,1281,209.99,Short Sale
153746,Atascadero,489900.00,3,3,1957,250.33,Foreclosure
153757,Santa Maria-Orcutt,256000.00,4,2,1174,218.06,Short Sale
153768,Atascadero,335000.00,4,3,2400,139.58,Short Sale
153769,Morro Bay,435000.00,3,2,1236,351.94,Short Sale
153774,Santa Maria-Orcutt,280000.00,3,3,1910,146.60,Short Sale
153779,Paso Robles,409000.00,4,2,2064,198.16,Foreclosure
153780,Paso Robles,409000.00,4,2,2064,198.16,Foreclosure
153781,Paso Robles,399000.00,4,3,1888,211.33,Foreclosure
153783,Paso Robles,389000.00,4,2,1862,208.92,Foreclosure
153785,Nipomo,222600.00,3,2,1106,201.27,Foreclosure
153791,Santa Maria-Orcutt,140000.00,3,2,1200,116.67,Short Sale
153799,Soledad,220000.00,5,3,2408,91.36,Foreclosure
153800,Nipomo,650000.00,3,3,2703,240.47,Short Sale
153802,Lompoc,405000.00,3,2,1728,234.38,Short Sale
153807,Paso Robles,409000.00,3,2,1960,208.67,Foreclosure
153828,Santa Maria-Orcutt,164900.00,3,2,1092,151.01,Foreclosure
153839,Santa Margarita,59900.00,1,1,628,95.38,Foreclosure
153850,Santa Maria-Orcutt,199900.00,3,2,1275,156.78,Short Sale
153864,Atascadero,95000.00,2,1,756,125.66,Foreclosure
153865,Oceano,170000.00,2,2,885,192.09,Short Sale
153866,San Miguel,720000.00,4,4,3531,203.91,Foreclosure
153872,Santa Maria-Orcutt,204000.00,3,2,1712,119.16,Short Sale
153876,Santa Maria-Orcutt,220000.00,3,2,1100,200.00,Short Sale
153881,Buellton,498900.00,4,3,1500,332.60,Foreclosure
153900,Santa Maria-Orcutt,229900.00,3,2,1671,137.58,Short Sale
153915,San Luis Obispo,531905.00,3,2,1668,318.89,Foreclosure
153923,Santa Maria-Orcutt,114900.00,2,1,775,148.26,Foreclosure
153927,Guadalupe,145000.00,3,2,1200,120.83,Short Sale
153939,Lompoc,191330.00,4,2,1237,154.67,Foreclosure
153944,Lompoc,199900.00,4,2,1338,149.40,Short Sale
153949,Santa Maria-Orcutt,266800.00,4,3,2100,127.05,Short Sale
153953,San Miguel,84900.00,2,2,1222,69.48,Foreclosure
153955,Santa Maria-Orcutt,250000.00,3,2,1807,138.35,Short Sale
153960,Santa Maria-Orcutt,220000.00,4,2,1352,162.72,Short Sale
153971,Lompoc,227900.00,3,2,1503,151.63,Foreclosure
153997,Buellton,384900.00,4,2,1571,245.00,Foreclosure
154005,Paso Robles,529000.00,4,3,2502,211.43,Short Sale
154006,Santa Maria-Orcutt,159900.00,3,2,1526,104.78,Foreclosure
154010,Atascadero,199000.00,3,2,1007,197.62,Short Sale
154015,Lompoc,125000.00,3,3,1306,95.71,Foreclosure
154028,Bakersfield,91500.00,3,2,1313,69.69,Short Sale
154034,Santa Maria-Orcutt,155000.00,3,2,1593,97.30,Short Sale
154038,Paso Robles,409000.00,3,3,2203,185.66,Short Sale
154044,Atascadero,949000.00,5,4,5200,182.50,Short Sale
154048,Atascadero,90000.00,2,1,756,119.05,Short Sale
154058,Santa Maria-Orcutt,300000.00,3,3,2328,128.87,Foreclosure
154060,Santa Maria-Orcutt,179900.00,3,2,1008,178.47,Short Sale
154066,Grover Beach,349000.00,3,2,1346,259.29,Short Sale
154071,Nipomo,220000.00,3,2,1112,197.84,Foreclosure
154074,Santa Maria-Orcutt,155000.00,3,2,1340,115.67,Short Sale
154075,Paso Robles,390000.00,4,2,2236,174.42,Short Sale
154090,Santa Maria-Orcutt,425000.00,5,4,3039,139.85,Short Sale
154091,Santa Maria-Orcutt,249900.00,3,2,1733,144.20,Short Sale
154092,Santa Maria-Orcutt,239000.00,4,3,1947,122.75,Short Sale
154111,Buellton,395000.00,4,3,1868,211.46,Short Sale
154113,Buellton,375000.00,3,3,1475,254.24,Short Sale
154115,Buellton,395000.00,4,3,1868,211.46,Short Sale
154116,Buellton,395000.00,4,3,1868,211.46,Short Sale
154119,Santa Maria-Orcutt,230000.00,4,3,1927,119.36,Short Sale
154131,Santa Maria-Orcutt,189000.00,3,2,1292,146.28,Foreclosure
154136,Paso Robles,304900.00,3,2,1657,184.01,Foreclosure
154145,Santa Maria-Orcutt,169900.00,3,2,1300,130.69,Foreclosure
154147,Santa Maria-Orcutt,286500.00,3,2,1700,168.53,Short Sale
154153,San Miguel,325000.00,4,2,2400,135.42,Short Sale
154154,Grover Beach,375000.00,3,2,1278,293.43,Short Sale
154159,Paso Robles,278000.00,3,2,1396,199.14,Foreclosure
154161,Paso Robles,149000.00,3,2,1368,108.92,Short Sale
154167,Santa Maria-Orcutt,209000.00,3,2,1520,137.50,Short Sale
154169,Santa Maria-Orcutt,95000.00,2,2,900,105.56,Short Sale
154171,Santa Maria-Orcutt,199900.00,3,2,1407,142.08,Short Sale
154175,Santa Maria-Orcutt,185000.00,3,2,1170,158.12,Short Sale
154182,Lompoc,449900.00,4,3,3035,148.24,Foreclosure
154197,Santa Maria-Orcutt,310000.00,5,4,2900,106.90,Short Sale
154199,Santa Maria-Orcutt,239900.00,4,2,1656,144.87,Short Sale
154200,Santa Maria-Orcutt,187900.00,2,2,980,191.73,Foreclosure
154201,Arroyo Grande,450000.00,3,2,1916,234.86,Short Sale
154205,San Luis Obispo,440000.00,3,3,1756,250.57,Short Sale
154223,Santa Maria-Orcutt,260000.00,3,2,1278,203.44,Short Sale
154233,New Cuyama,40900.00,3,1,1201,34.05,Short Sale
154241,Paso Robles,249000.00,3,2,1275,195.29,Short Sale
154242,Atascadero,349000.00,3,3,2000,174.50,Short Sale
154244,Santa Maria-Orcutt,175000.00,3,2,1200,145.83,Short Sale
154246,Atascadero,449970.00,3,2,2000,224.99,Foreclosure
154254,Grover Beach,419000.00,3,2,1902,220.29,Short Sale
154257,Arroyo Grande,400000.00,3,3,1568,255.10,Short Sale
154259,Santa Maria-Orcutt,185000.00,3,2,1257,147.18,Short Sale
154276,Santa Maria-Orcutt,139900.00,2,2,1100,127.18,Short Sale
154279,Santa Maria-Orcutt,174900.00,3,2,1461,119.71,Foreclosure
154283,Soledad,165360.00,4,2,1353,122.22,Foreclosure
154284,Santa Maria-Orcutt,169000.00,3,2,1200,140.83,Short Sale
154298,Santa Maria-Orcutt,240000.00,3,3,2039,117.70,Short Sale
154304,Santa Maria-Orcutt,364000.00,4,3,2150,169.30,Short Sale
154308,Arroyo Grande,250000.00,1,1,748,334.22,Short Sale
154309,Santa Maria-Orcutt,299900.00,4,3,1969,152.31,Foreclosure
154311,Santa Maria-Orcutt,281900.00,4,3,2357,119.60,Foreclosure
154312,Grover Beach,349900.00,3,1,1522,229.89,Short Sale
154317,Santa Maria-Orcutt,220000.00,3,2,1850,118.92,Short Sale
154320,Templeton,774800.00,3,4,3123,248.09,Foreclosure
154322,Santa Maria-Orcutt,135000.00,3,2,1200,112.50,Short Sale
154325, Lompoc,149900.00,3,1,1000,149.90,Regular
154327,Paso Robles,599000.00,3,2,2082,287.70,Foreclosure
154328,Santa Maria-Orcutt,179000.00,3,2,1200,149.17,Foreclosure
154329,Santa Maria-Orcutt,177000.00,3,2,1500,118.00,Foreclosure
154329,Santa Maria-Orcutt,177000.00,3,2,1500,118.00,Regular
154330, Nipomo,122500.00,4,2,1248,98.16,Regular
154332,Santa Maria-Orcutt,239500.00,3,2,1400,171.07,Short Sale
154335,Paso Robles,214900.00,3,2,1080,198.98,Foreclosure
154338,Santa Maria-Orcutt,275000.00,3,2,1460,188.36,Short Sale
154343, Arroyo Grande,425000.00,3,2,1437,295.76,Regular
154344,San Simeon,274900.00,2,2,1218,225.70,Foreclosure
154345, Nipomo,175000.00,2,2,1152,151.91,Regular
154346, Morro Bay,535000.00,2,2,1410,379.43,Regular
154347, Pismo Beach,540000.00,2,1,817,660.95,Regular
154348, Cambria,389000.00,2,2,703,553.34,Regular
154350,Paso Robles,250000.00,3,2,1425,175.44,Short Sale
154352, Paso Robles,425000.00,3,2,1807,235.20,Regular
154353, Out Of Area,1195000.00,5,4,3800,314.47,Regular
154354, Los Osos,1350000.00,3,3,2502,539.57,Regular
154356,Santa Maria-Orcutt,78500.00,1,1,800,98.13,Foreclosure
154357, Paso Robles,549000.00,3,2,2237,245.42,Regular
154358, Santa Maria-Orcutt,399900.00,4,2,1860,215.00,Regular
154359,Atascadero,699000.00,10,11,4905,142.51,Short Sale
154360, Santa Maria-Orcutt,129000.00,2,2,1200,107.50,Regular
154361, Cambria,480000.00,2,2,1698,282.69,Regular
154363,Nipomo,189000.00,3,1,1022,184.93,Foreclosure
154365, Pismo Beach,639900.00,3,2,2080,307.64,Regular
154366, Santa Maria-Orcutt,699900.00,5,4,3000,233.30,Regular
154367, Grover Beach,999000.00,3,3,3621,275.89,Regular
154370, Arroyo Grande,599000.00,3,2,1570,381.53,Regular
154371, Santa Maria-Orcutt,365000.00,4,2,1860,196.24,Regular
154372,Cambria,359900.00,3,2,1840,195.60,Foreclosure
154373, Arroyo Grande,995000.00,4,4,3740,266.04,Regular
154374,Lompoc,193450.00,4,2,1217,158.96,Foreclosure
154376,Santa Maria-Orcutt,179900.00,3,3,1520,118.36,Short Sale
154378,Grover Beach,329900.00,3,2,1240,266.05,Short Sale
154379, Templeton,509000.00,3,2,1936,262.91,Regular
154380, Atascadero,995000.00,3,3,2044,486.79,Regular
154381, Pismo Beach,545000.00,3,2,1946,280.06,Regular
154382, Pismo Beach,795000.00,3,3,2028,392.01,Regular
154383, Atascadero,830000.00,4,3,2700,307.41,Regular
154384, Arroyo Grande,54500.00,2,1,624,87.34,Regular
154385, Arroyo Grande,149000.00,3,2,1800,82.78,Regular
154386, Santa Maria-Orcutt,36000.00,2,2,1056,34.09,Regular
154387, Paso Robles,349000.00,3,2,1467,237.90,Regular
154389,Santa Maria-Orcutt,299900.00,4,3,2150,139.49,Short Sale
154390, Morro Bay,469000.00,4,2,2004,234.03,Regular
154393, Oceano,1195000.00,2,2,1044,1144.64,Regular
154394,Solvang,419900.00,3,2,1576,266.43,Foreclosure
154397, Los Osos,189000.00,2,2,1536,123.05,Regular
154398,Lompoc,163900.00,3,2,1082,151.48,Foreclosure
154399,Lompoc,163900.00,3,2,1237,132.50,Foreclosure
154400, Los Osos,648000.00,3,3,2193,295.49,Regular
154401,Santa Maria-Orcutt,130000.00,3,2,1022,127.20,Short Sale
154402,Atascadero,264900.00,3,2,1232,215.02,Foreclosure
154407,Santa Maria-Orcutt,189900.00,4,2,1435,132.33,Foreclosure
154408,Santa Maria-Orcutt,200000.00,4,2,1430,139.86,Short Sale
154410, Arroyo Grande,1249000.00,3,3,2480,503.63,Regular
154412, Cayucos,525000.00,3,3,1832,286.57,Regular
154413, Cambria,729000.00,3,3,1953,373.27,Regular
154414,Santa Maria-Orcutt,109900.00,3,2,1100,99.91,Foreclosure
154415, Santa Maria-Orcutt,850000.00,3,2,2481,342.60,Regular
154417,Santa Maria-Orcutt,249500.00,3,2,1704,146.42,Short Sale
154418,Oceano,179900.00,3,2,1161,154.95,Foreclosure
154419, Los Osos,149000.00,3,2,1440,103.47,Regular
154420, Creston,549000.00,3,2,1701,322.75,Regular
154421, Atascadero,435000.00,3,2,1536,283.20,Regular
154422, Atascadero,299000.00,3,2,1310,228.24,Regular
154423, Los Osos,625000.00,3,2,2187,285.78,Regular
154425,Santa Maria-Orcutt,399000.00,4,3,2100,190.00,Short Sale
154427,Out Of Area,186900.00,4,2,1511,123.69,Regular
154428, Cambria,1290000.00,3,3,2130,605.63,Regular
154429,Solvang,264900.00,2,3,1400,189.21,Foreclosure
154430,Lompoc,198900.00,3,2,1225,162.37,Foreclosure
154432, Paso Robles,318000.00,3,3,1868,170.24,Regular
154434, Cambria,2000000.00,4,4,3576,559.28,Regular
154435, Cambria,598000.00,2,3,2219,269.49,Regular
154437,Paso Robles,439900.00,3,3,2508,175.40,Foreclosure
154441, Pismo Beach,920000.00,3,3,2817,326.59,Regular
154442,Santa Maria-Orcutt,179900.00,3,2,1972,91.23,Short Sale
154443,Templeton,325000.00,2,1,952,341.39,Short Sale
154444, Grover Beach,369000.00,3,2,1080,341.67,Regular
154455, Santa Maria-Orcutt,312900.00,3,2,1454,215.20,Regular
154461, Atascadero,575000.00,3,3,1961,293.22,Regular
154462, Santa Maria-Orcutt,26500.00,2,2,1344,19.72,Regular
154463, San Luis Obispo,2369000.00,5,6,4174,567.56,Regular
154464, Atascadero,67500.00,2,2,120,562.50,Regular
154466, San Luis Obispo,1490000.00,3,3,3201,465.48,Regular
154467, Morro Bay,652000.00,3,2,1427,456.90,Regular
154468, Atascadero,449000.00,3,3,2100,213.81,Regular
154469, Morro Bay,982800.00,3,2,2306,426.19,Regular
154470,Santa Maria-Orcutt,235000.00,4,3,2100,111.90,Short Sale
154472, Paso Robles,579900.00,4,3,3166,183.16,Regular
154474,Santa Maria-Orcutt,250000.00,3,2,1280,195.31,Short Sale
154475,Coalinga,100000.00,3,1,870,114.94,Short Sale
154476,Coalinga,125000.00,2,1,960,130.21,Short Sale
154477, Cambria,650000.00,2,2,919,707.29,Regular
154478,Santa Maria-Orcutt,119900.00,2,2,1034,115.96,Foreclosure
154479,San Miguel,209900.00,3,2,1356,154.79,Foreclosure
154481, Paso Robles,524900.00,3,2,2380,220.55,Regular
154482,Atascadero,349000.00,5,3,3000,116.33,Short Sale
154482, Atascadero,349000.00,5,3,3000,116.33,Regular
154483, Cambria,825000.00,2,3,1840,448.37,Regular
154484,Grover Beach,255000.00,3,2,1189,214.47,Short Sale
154485,Nipomo,259000.00,4,2,1336,193.86,Short Sale
154486,Paso Robles,199000.00,2,1,832,239.18,Short Sale
154487,Santa Maria-Orcutt,410000.00,5,3,2100,195.24,Foreclosure
154488, Paso Robles,199000.00,3,1,940,211.70,Regular
154489, Paso Robles,270000.00,3,2,1344,200.89,Regular
154490, Cayucos,695000.00,2,2,1437,483.65,Regular
154491, Cambria,2995000.00,5,4,3684,812.98,Regular
154492, Paso Robles,131900.00,1,2,300,439.67,Regular
154493, Cambria,995000.00,4,3,2717,366.21,Regular
154494, Santa Maria-Orcutt,250000.00,4,3,2097,119.22,Regular
154495,Arroyo Grande,239800.00,5,2,1575,152.25,Foreclosure
154496, Atascadero,425000.00,6,3,2628,161.72,Regular
154497, Arroyo Grande,525000.00,3,2,1750,300.00,Regular
154498, Pismo Beach,459900.00,3,2,1346,341.68,Regular
154501,Atascadero,229900.00,3,2,1041,220.85,Foreclosure
154503,Out Of Area,199900.00,3,2,1526,131.00,Regular
154504, Arroyo Grande,599000.00,4,2,1728,346.64,Regular
154506,Santa Maria-Orcutt,197600.00,4,2,1378,143.40,Foreclosure
154508, Santa Maria-Orcutt,355000.00,2,1,1145,310.04,Regular
154510, Paso Robles,339900.00,3,2,1325,256.53,Regular
154512, Santa Maria-Orcutt,299000.00,3,3,1850,161.62,Regular
154513,Soledad,166800.00,4,2,1765,94.50,Foreclosure
154515,Grover Beach,379000.00,4,2,1631,232.37,Short Sale
154516,Santa Ynez,1395000.00,4,4,2693,518.01,Short Sale
154517,Santa Maria-Orcutt,150000.00,3,2,1316,113.98,Short Sale
154518, San Luis Obispo,475000.00,3,2,1382,343.70,Regular
154519,Santa Maria-Orcutt,265000.00,4,3,2300,115.22,Foreclosure
154520,Atascadero,265000.00,3,2,1617,163.88,Short Sale
154521, Los Osos,225000.00,2,2,1150,195.65,Regular
154522,Paso Robles,249900.00,2,2,1674,149.28,Foreclosure
154523, Arroyo Grande,509000.00,3,2,1543,329.88,Regular
154525, Paso Robles,214900.00,2,2,1351,159.07,Regular
154526, Arroyo Grande,5499000.00,4,5,5060,1086.76,Regular
154528, Santa Maria-Orcutt,349900.00,3,2,2000,174.95,Regular
154530, Solvang,125000.00,2,2,1536,81.38,Regular
154531,Cambria,549000.00,2,2,924,594.16,Short Sale
154532, Cambria,865000.00,3,3,1860,465.05,Regular
154533, Bradley,1600000.00,3,3,2640,606.06,Regular
154534, Nipomo,1065000.00,4,4,3395,313.70,Regular
154536,Templeton,625000.00,3,2,1850,337.84,Foreclosure
154538, Santa Maria-Orcutt,249999.00,3,2,1000,250.00,Regular
154539, Arroyo Grande,975000.00,4,3,2720,358.46,Regular
154541,Oceano,204900.00,2,1,992,206.55,Short Sale
154546, Atascadero,355000.00,3,2,1737,204.38,Regular
154547,Out Of Area,134900.00,3,3,1435,94.01,Regular
154548,Santa Maria-Orcutt,199900.00,5,3,1671,119.63,Short Sale
154550,Santa Maria-Orcutt,349900.00,4,3,2800,124.96,Short Sale
154553,Santa Maria-Orcutt,99000.00,2,2,900,110.00,Foreclosure
154554,Coalinga,409000.00,4,3,2507,163.14,Short Sale
154556, Pismo Beach,339000.00,2,2,1440,235.42,Regular
154557, San Miguel,595000.00,3,3,2238,265.86,Regular
154558, Pismo Beach,849500.00,3,3,2725,311.74,Regular
154559, Paso Robles,399000.00,2,3,1772,225.17,Regular
154560, Paso Robles,399000.00,4,2,1947,204.93,Regular
154561, Solvang,525000.00,3,2,1720,305.23,Regular
154562, Paso Robles,319900.00,3,3,1605,199.31,Regular
154565, Paso Robles,495000.00,3,2,1877,263.72,Regular
154566,San Luis Obispo,372000.00,3,2,1104,336.96,Foreclosure
154575, Arroyo Grande,589000.00,3,2,1975,298.23,Regular
154580, Cambria,1100000.00,3,3,2392,459.87,Regular
